index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
114070,319,0,I,N,T,J,,157
114071,344,0,I,N,T,J,,154
114072,339,0,E,S,T,P,,153
114073,313,0,I,S,T,J,,151
114074,314,0,E,S,T,J,,143
114075,342,0,I,N,T,P,,124
114076,317,0,I,S,T,J,,117
114077,340,0,I,N,T,J,,108
114078,328,0,I,S,F,P,,110
114079,76,0,E,S,F,J,,73
114080,335,0,I,N,T,J,,72
114081,318,0,E,S,T,P,,69
114082,316,0,I,S,T,J,,57
114083,320,0,I,S,F,J,,55
114084,341,0,E,S,T,J,,53
114085,336,0,I,N,T,P,,49
114086,329,0,I,S,T,P,,47
114087,323,0,E,S,T,J,,44
114088,326,0,E,N,T,P,,48
114089,338,0,I,S,F,P,,47
114090,331,0,E,S,T,P,,42
114091,334,0,I,S,T,J,,39
114092,327,0,E,N,T,P,,41
114093,322,0,E,S,F,J,,44
114094,324,0,I,S,T,J,,36
114095,337,0,E,S,T,J,,36
114096,325,0,I,S,F,P,,32
114097,332,0,E,S,F,J,,32
114098,333,0,I,S,F,P,,30
