index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
184298,461,2,6,2,9,,,11
184299,35388,2,8,6,3,,,37
184300,20202,2,4,7,8,,,47
184301,9737,2,7,2,8,,,24
184302,20266,2,9,6,4,,,22
184303,16157,2,7,2,9,,,19
184304,25515,2,9,4,7,,,20
184305,42879,2,4,7,9,,,45
184306,16695,2,9,6,2,,,27
184307,1042,2,7,3,9,,,22
184308,2712,2,2,5,1,,,21
184309,779,2,7,3,8,,,18
184310,16123,2,7,9,2,,,15
184311,922,2,9,2,6,,,26
184312,1745,2,7,8,2,,,34
184313,19921,2,7,9,3,,,5
184314,470,2,3,7,9,,,29
184315,12439,2,7,9,4,,,18
184316,1017,2,5,3,8,,,26
184317,1766,2,6,8,4,,,37
184318,2529,2,5,8,4,,,21
184319,3550,2,6,4,9,,,19
184320,6935,2,7,3,9,,,29
184321,16125,2,6,2,9,,,14
184322,29442,2,8,3,7,,,15
184323,25330,2,3,8,7,,,30
184324,8618,2,3,7,9,,,17
184325,28470,2,9,4,6,,,22
184326,610,2,8,7,3,,,21
184327,8005,2,6,4,9,,,14
184328,16149,2,3,5,8,,,15
184329,1035,2,6,2,9,,,10
184330,960,2,6,4,9,,,29
184331,4170,2,4,9,7,,,16
184332,2704,2,7,8,2,,,30
184333,10455,2,7,3,9,,,24
184334,11599,2,7,3,9,,,10
184335,6491,2,8,7,3,,,16
184336,8620,2,3,1,7,,,24
184337,1371,2,4,7,1,,,23
184338,20366,2,4,7,9,,,18
184339,21187,2,2,9,6,,,14
184340,133,2,8,3,6,,,16
184341,5941,2,2,6,9,,,24
184342,1028,2,3,9,6,,,29
184343,4945,2,7,2,8,,,18
184344,39109,2,9,5,2,,,19
184345,25479,2,4,8,6,,,27
184346,8847,2,3,5,8,,,14
184347,42827,2,4,9,7,,,16
184348,967,2,3,5,9,,,15
184349,136,2,6,9,2,,,10
184350,13086,2,6,1,4,,,19
184351,16693,2,2,9,7,,,19
184352,2099,2,3,6,8,,,20
184353,10867,2,9,4,5,,,8
184354,9852,2,4,6,9,,,11
184355,127219,2,7,2,9,,,25
184356,1026,2,9,7,3,,,8
184357,3135,2,3,8,6,,,10
184358,11033,2,7,9,3,,,10
184359,16710,2,6,3,1,,,12
184360,1054,2,3,9,7,,,13
184361,12473,2,6,2,9,,,13
184362,1052,2,2,7,9,,,23
184363,2309,2,9,6,2,,,14
184364,8815,2,2,7,9,,,25
184365,33143,2,4,7,8,,,15
184366,793,2,9,6,4,,,16
184367,2977,2,5,4,9,,,18
184368,22592,2,8,7,4,,,13
184369,2488,2,8,5,4,,,20
184370,81146,2,7,3,8,,,16
184371,472,2,6,3,9,,,24
184372,2921,2,6,9,3,,,13
184373,20952,2,7,4,9,,,15
184374,30285,2,3,7,9,,,15
184375,3068,2,7,8,3,,,27
184376,11673,2,2,5,9,,,14
184377,12333,2,6,3,9,,,11
184378,24705,2,3,7,8,,,12
184379,9261,2,7,9,4,,,17
184380,856,2,1,3,6,,,14
184381,23477,2,9,4,6,,,17
184382,19843,2,9,6,4,,,14
184383,103787,2,7,8,2,,,21
184384,10131,2,8,3,7,,,17
184385,40338,2,3,8,6,,,15
184386,27109,2,2,5,1,,,23
184387,48978,2,7,3,9,,,20
184388,22499,2,9,4,6,,,8
184389,18632,2,7,9,3,,,19
184390,993,2,3,7,1,,,7
184391,2303,2,6,1,3,,,9
184392,37571,2,6,3,8,,,12
184393,14694,2,3,7,9,,,7
184394,23611,2,4,7,9,,,19
184395,25838,2,7,4,9,,,9
184396,15528,2,7,3,9,,,11
184397,13926,2,9,7,3,,,15
184398,1018,2,5,3,8,,,11
184399,3818,2,3,7,9,,,10
184400,27169,2,7,3,9,,,6
184401,35121,2,9,2,6,,,26
184402,242621,2,9,4,7,,,5
184403,14696,2,6,9,2,,,7
184404,22625,2,6,9,2,,,19
184405,16732,2,3,7,1,,,7
184406,989,2,2,7,9,,,8
184407,16084,2,7,2,9,,,14
184408,96848,2,3,8,7,,,10
184409,13051,2,6,8,3,,,10
184410,36557,2,3,6,8,,,6
184411,74072,2,9,2,6,,,7
184412,13927,2,9,7,3,,,4
184413,35640,2,3,9,7,,,4
184414,41634,2,7,9,2,,,7
184415,137,2,3,1,6,,,6
184416,5806,2,9,4,7,,,9
184417,22291,2,4,6,9,,,11
184418,9109,2,8,3,7,,,20
184419,11708,2,7,4,8,,,6
184420,12664,2,4,1,5,,,14
184421,62920,2,7,3,9,,,10
184422,11998,2,3,7,9,,,8
184423,21565,2,9,7,4,,,9
184424,451,2,7,8,3,,,9
184425,1061,2,4,5,9,,,12
184426,20307,2,6,9,4,,,10
184427,12474,2,7,4,9,,,10
184428,315063,2,4,7,9,,,14
184429,964,2,7,4,1,,,15
184430,10153,2,2,9,6,,,16
184431,19307,2,2,9,6,,,6
184432,23674,2,4,9,7,,,8
184433,1399,2,7,4,9,,,15
184434,287677,2,2,1,7,,,3
184435,20287,2,7,3,9,,,6
184436,15624,2,8,4,6,,,13
184437,11816,2,5,4,8,,,11
184438,23612,2,4,9,6,,,15
184439,194846,2,6,2,9,,,21
184440,1037,2,7,8,2,,,9
184441,20739,2,9,6,4,,,11
184442,22610,2,9,3,6,,,14
184443,483144,2,7,8,4,,,11
184444,41856,2,6,8,4,,,8
184445,23651,2,5,9,4,,,11
184446,981,2,9,6,2,,,8
184447,1080,2,7,8,3,,,7
184448,131784,2,2,7,8,,,11
184449,16704,2,3,9,7,,,11
184450,13087,2,5,3,1,,,8
184451,23161,2,4,7,9,,,11
184452,42452,2,2,7,9,,,9
184453,20951,2,4,6,9,,,12
184454,129,2,3,7,8,,,3
184455,33310,2,2,6,9,,,8
184456,10457,2,3,7,9,,,5
184457,20950,2,9,5,2,,,5
184458,953,2,5,4,9,,,9
184459,47821,2,2,9,6,,,17
184460,74088,2,3,7,9,,,10
184461,8844,2,8,5,3,,,14
184462,20427,2,3,5,8,,,7
184463,1053,2,3,7,9,,,7
184464,10878,2,5,9,3,,,9
184465,98731,2,8,3,7,,,20
184466,19310,2,1,5,3,,,8
184467,22500,2,2,1,7,,,8
184468,49090,2,7,8,4,,,10
184469,96165,2,9,6,2,,,5
184470,105942,2,6,9,2,,,6
184471,3816,2,1,6,3,,,6
184472,13050,2,7,4,8,,,8
184473,26224,2,6,4,1,,,14
184474,32766,2,3,7,9,,,2
184475,50368,2,2,6,9,,,11
184476,1009,2,6,9,3,,,12
184477,175609,2,9,7,4,,,7
184478,192410,2,6,9,2,,,3
184479,14547,2,7,4,8,,,12
184480,16124,2,7,9,4,,,6
184481,33596,2,7,4,8,,,11
184482,36639,2,7,4,8,,,13
184483,22292,2,7,4,9,,,6
184484,33303,2,4,7,9,,,1
184485,1022,2,6,4,1,,,14
184486,3151,2,9,6,3,,,4
184487,9294,2,5,3,1,,,10
184488,5461,2,5,9,4,,,5
184489,7847,2,6,3,8,,,5
184490,10032,2,8,3,6,,,9
184491,20434,2,3,7,9,,,5
184492,53974,2,7,8,4,,,9
184493,36574,2,3,6,1,,,2
184494,74066,2,2,7,8,,,10
184495,9264,2,4,5,9,,,5
184496,10157,2,8,6,3,,,9
184497,45155,2,9,2,7,,,10
184498,49116,2,1,3,6,,,5
184499,11313,2,9,2,7,,,7
184500,13924,2,1,3,6,,,7
184501,58338,2,3,6,1,,,10
184502,75832,2,7,4,9,,,8
184503,5467,2,1,2,5,,,3
184504,21284,2,7,2,8,,,9
184505,28273,2,4,7,9,,,8
184506,50585,2,2,9,7,,,18
184507,9802,2,5,4,9,,,3
184508,14849,2,4,9,7,,,9
184509,16260,2,2,7,1,,,4
184510,22509,2,6,9,2,,,8
184511,38266,2,4,5,9,,,6
184512,48408,2,9,4,7,,,3
184513,13921,2,3,8,6,,,6
184514,72040,2,1,5,3,,,6
184515,105141,2,5,4,8,,,13
184516,5460,2,9,5,4,,,6
184517,16261,2,7,8,3,,,12
184518,80455,2,3,5,1,,,7
184519,12001,2,8,4,7,,,4
184520,33323,2,4,6,9,,,12
184521,4825,2,9,6,3,,,12
184522,155747,2,4,7,9,,,13
184523,3817,2,6,2,9,,,4
184524,34022,2,1,3,6,,,9
184525,1030,2,6,3,1,,,5
184526,41635,2,7,9,2,,,12
184527,320310,2,9,7,4,,,8
184528,6217,2,6,3,9,,,2
184529,14937,2,3,7,8,,,4
184530,21059,2,5,9,2,,,4
184531,22598,2,5,4,8,,,9
184532,23916,2,5,4,8,,,5
184533,43585,2,9,4,7,,,9
184534,3486,2,1,4,7,,,3
184535,23289,2,1,2,6,,,5
184536,227580,2,9,2,7,,,1
184537,1586,2,3,8,5,,,10
184538,15529,2,9,6,2,,,7
184539,25899,2,5,4,9,,,8
184540,65731,2,9,4,6,,,8
184541,72657,2,4,7,8,,,3
184542,19924,2,2,6,9,,,9
184543,38735,2,9,6,4,,,6
184544,127863,2,4,9,7,,,6
184545,20364,2,6,1,4,,,5
184546,49332,2,2,7,1,,,7
184547,160693,2,4,9,5,,,2
184548,215944,2,6,9,2,,,4
184549,30443,2,4,5,9,,,3
184550,34259,2,9,6,2,,,6
184551,49108,2,3,5,1,,,5
184552,20439,2,6,9,4,,,7
184553,48640,2,6,2,8,,,6
184554,56997,2,2,1,6,,,13
184555,9018,2,8,4,6,,,11
184556,13915,2,5,4,8,,,5
184557,3098,2,6,3,9,,,2
184558,27901,2,4,6,1,,,3
184559,8006,2,6,9,4,,,3
184560,20401,2,9,7,2,,,6
184561,39761,2,2,7,1,,,8
184562,54847,2,2,9,7,,,3
184563,138905,2,6,9,2,,,1
184564,171031,2,4,8,6,,,4
184565,194842,2,7,4,9,,,3
184566,13916,2,6,2,8,,,4
184567,28476,2,8,3,6,,,6
184568,95281,2,7,9,2,,,7
184569,567981,2,9,5,4,,,2
184570,972,2,8,2,7,,,4
184571,18710,2,8,4,7,,,4
184572,20286,2,3,7,1,,,5
184573,26795,2,4,7,8,,,9
184574,40348,2,2,1,6,,,4
184575,36253,2,3,6,8,,,4
184576,36887,2,9,2,5,,,6
184577,48642,2,9,2,7,,,4
184578,167569,2,6,4,9,,,2
184579,9893,2,3,6,1,,,8
184580,15798,2,5,8,3,,,7
