id,classic_jungian,classic_jungian_total_voted
257454,ES(T),2
259138,IN(T),1
434043,IF(S),2
86859,IS(T),1
412456,ET(N),2
412774,IN(T),1
497539,IT(N),3
14811,EN(F),1
85698,ES(F),3
301772,ET(S),1
331414,IF(N),1
427348,IS(F),1
460240,ES(T),1
447506,EF(N),6
526770,ES(T),3
112968,EF(S),1
159533,IT(S),1
177987,IS(T),1
227529,ES(F),1
234322,EN(F),2
261291,EF(S),1
279822,EN(F),1
296146,EF(S),1
341729,ES(T),1
431207,IF(S),1
441513,ES(F),12
31083,EF(S),1
137729,EF(S),2
144296,EF(S),1
171069,EN(F),1
225379,EF(S),1
239349,IT(S),2
257213,EF(N),3
74187,ES(F),1
126429,ES(F),1
205953,EN(F),2
227263,IT(N),2
230946,IF(S),1
256623,ES(F),1
276069,IS(F),1
282649,ES(F),2
328955,ES(F),1
349140,ES(F),1
352590,IT(N),1
356730,EN(F),4
357139,EF(S),1
385592,ES(F),2
431702,EN(F),1
459586,EN(F),2
490308,IF(N),2
193091,EF(S),1
283810,EN(T),1
320826,EN(F),1
329887,ES(T),1
348945,EN(T),4
388170,ET(N),1
427607,EN(T),1
455315,IF(S),1
53248,ET(S),6
274656,IF(S),2
366140,EF(N),1
459803,ES(F),2
22216,IF(S),3
31873,EN(T),1
50225,EN(T),1
305002,EN(F),1
317100,EF(N),1
330714,EN(T),1
396167,ES(T),1
426424,IT(S),6
428618,IT(N),1
480036,EN(F),3
483934,IS(T),2
50366,ES(F),2
56091,IF(N),1
75176,IF(N),1
364156,EN(T),1
381255,EN(F),1
426520,ES(F),1
465858,EN(F),1
491247,EF(S),1
29849,EN(T),2
343293,EF(N),3
354895,IN(F),1
455068,EN(T),1
460221,IS(T),4
508949,ES(F),2
525257,ET(N),4
531259,IN(T),2
80059,EN(T),1
97161,EN(T),1
177986,EN(F),1
347396,EN(T),1
362388,EN(F),1
509890,ES(F),4
159997,ES(F),1
221907,IF(S),1
222621,IF(N),1
377627,EN(T),1
409145,EN(F),8
444772,ES(F),2
479114,EF(N),5
506533,EN(T),5
508203,ES(F),1
588528,EN(F),1
144238,IF(S),1
219618,IT(S),1
260719,EN(F),2
397825,EN(T),1
397987,EN(F),1
452984,EN(F),1
473211,ES(F),1
501076,IF(N),7
542919,IN(T),1
566557,EN(T),1
592376,ES(T),3
92836,IS(F),1
227092,EF(S),1
235512,EN(F),2
253447,EN(T),2
254917,ES(F),1
303713,EF(S),1
303719,EF(S),2
344315,IF(N),1
407498,EN(T),3
438864,EN(T),1
440602,ES(F),2
451315,ES(F),1
467942,ET(S),1
473307,IT(S),2
496513,EN(T),1
507940,IT(N),1
524159,ES(T),1
524502,ES(F),1
525099,IN(T),1
563869,IS(F),1
573129,EF(N),1
601987,EF(S),5
36867,ES(F),3
88431,EN(F),2
107844,IS(T),2
259886,ES(F),1
302500,EN(T),2
334206,EN(T),1
354560,IS(F),1
377629,IT(S),3
379118,EN(F),1
393762,EN(T),2
397735,IN(F),1
425782,EF(S),1
425985,IN(T),2
426942,EN(T),1
433128,EN(T),1
447074,IN(T),1
464278,ES(F),2
472149,EN(T),1
488833,EN(F),3
528119,ES(F),1
538764,EF(S),1
107183,ET(S),1
110773,IF(S),1
165481,EN(F),1
230213,EF(S),1
255586,IT(N),1
255710,EF(S),1
297714,IN(T),3
370858,ES(F),1
391405,IN(T),1
398152,EN(T),1
401620,EF(N),1
455289,IN(T),1
459170,ET(S),1
495510,EF(S),1
504482,IT(S),3
519975,IS(F),1
571610,EF(N),2
56633,ET(N),3
62008,ES(F),1
174621,IF(S),1
274486,ET(S),1
296472,IT(N),1
328393,EF(S),1
349807,IN(T),1
350762,ET(S),1
355745,EF(N),1
409306,EN(T),1
443111,EN(T),1
460232,EN(F),1
464767,EN(F),3
470404,EF(S),1
491409,EN(F),1
493377,ES(F),2
502434,ES(T),1
508956,EN(F),1
517924,ES(T),1
556006,EF(N),3
569734,EN(T),1
142999,EF(S),4
233241,IS(F),1
279775,EF(S),1
360299,ES(F),1
372111,EN(F),2
383064,EN(F),1
391643,IT(N),2
405126,IS(F),1
405407,EN(F),1
441999,IS(F),1
467297,EN(F),1
475712,EF(N),2
484787,EF(S),2
496593,IN(F),2
505893,EN(F),2
513614,ES(F),1
515362,ES(T),1
548078,EN(T),1
582651,ES(T),1
587739,ET(S),2
589971,EN(T),1
297441,EF(N),1
303722,IS(F),1
341658,ES(F),3
348390,IF(N),2
361761,IT(N),1
374770,IT(S),1
383175,IN(T),2
395314,ES(T),1
427651,ES(T),1
441410,IT(N),1
448187,IF(S),1
455100,EN(T),1
458030,EN(F),2
459144,EN(F),1
464508,EN(T),1
465985,EN(F),1
480007,EF(N),2
487885,EN(T),1
501014,EN(F),1
506598,EF(S),1
508305,IS(T),1
521636,IF(S),1
525598,ET(N),3
545632,IF(N),2
572777,IN(T),2
584237,IN(T),2
597122,IF(S),3
764561,IS(F),3
144283,IS(F),1
206012,ES(F),1
237568,EN(F),1
276318,ET(S),1
287030,EN(T),1
305542,ES(F),1
347542,ES(T),1
365365,EF(N),1
375007,ET(S),1
429283,IF(S),1
439405,EN(F),1
528297,IS(F),1
541330,EN(T),1
564479,IF(N),1
565589,ET(S),1
576105,EF(S),1
593852,IS(F),1
598890,IF(S),2
605251,EF(S),3
828581,EN(F),2
225234,ES(T),1
276218,ES(F),1
280011,EN(T),1
297097,IN(T),1
302478,IN(T),1
360043,IT(N),1
377333,IT(N),1
384003,IN(F),1
394631,ES(F),1
400172,IN(F),1
410526,ET(S),1
437083,IF(S),1
437463,EN(F),1
440208,EN(T),1
441132,EN(F),1
445873,IS(F),1
452890,ES(F),1
457451,EF(N),1
458658,IN(T),1
461723,ET(S),1
461806,IT(S),2
464998,EF(S),1
466932,EF(N),1
467994,EN(F),1
486129,EN(T),1
489474,IN(T),1
491565,EN(F),1
492076,ES(T),1
496752,ES(F),1
502858,EN(F),1
503043,ET(S),1
504473,IN(F),1
509489,IT(N),5
531675,EF(S),1
546497,EF(S),1
548528,IF(N),1
561415,EF(S),1
572951,EN(T),1
583728,IF(N),8
588263,IN(T),2
601731,EN(T),1
828596,EF(S),2
853778,EF(S),3
321767,IN(F),2
329031,IF(N),1
351677,ES(F),1
363039,IS(F),1
440560,EN(T),1
457430,IS(F),1
465390,EF(N),1
468521,ES(F),1
470920,ES(F),1
494523,EN(F),1
520819,EF(S),1
537883,ES(F),1
543612,IN(F),1
543614,IS(F),1
548130,EN(F),1
551455,IT(S),1
551993,EF(S),1
554017,IT(S),1
558774,IN(F),1
565056,ES(T),1
568143,ES(T),1
571798,ES(F),1
573919,EN(T),2
587616,IF(S),1
591411,ES(F),1
597463,ES(F),1
602691,EN(T),1
636369,IF(N),1
695343,IT(S),1
812813,ET(N),2
854010,IS(T),2
861766,ET(N),2
863059,ES(T),3
863080,ET(S),2
899164,IF(S),1
913619,ES(F),1
950141,EN(T),1
1002251,EF(N),1
1019383,IS(T),1
303792,IS(T),1
397769,EN(F),1
398541,IN(F),1
432488,EN(F),1
450082,EN(T),1
460186,IN(F),1
461807,ES(F),2
461810,EN(F),2
461851,EF(N),2
466012,IS(F),1
466171,IN(F),1
469130,IN(F),1
472111,ES(T),1
489893,IS(T),2
504251,IF(S),1
526827,IN(F),1
526837,ES(F),1
529219,EN(T),2
531546,ES(T),1
538026,ET(S),1
561444,IF(N),1
569699,IT(N),2
571836,ET(S),1
580268,EN(T),1
597268,ES(F),2
599424,EN(T),1
604016,IS(T),1
620090,ES(T),1
630670,IT(N),1
638087,EF(N),1
644532,EN(T),1
644627,ES(F),1
649702,IT(S),1
652098,ET(N),2
737409,IF(S),2
920336,IS(F),1
935372,IN(T),2
953404,IF(N),1
961240,EF(N),1
979314,EN(F),2
1004059,IN(F),1
1022032,ES(F),2
1051477,ES(F),1
1072773,ES(F),1
1084631,EN(F),2
1095924,IF(N),1
448585,IF(S),1
522436,EN(T),2
568053,EF(N),1
665360,IN(T),1
1006311,IS(T),1
1072825,IT(S),1
1098704,EN(F),1
1098724,IN(T),1
30954,IN(F),48
28153,ET(N),43
48409,IT(N),10
35308,EF(S),14
34068,IN(T),36
93178,IT(N),11
107316,IT(S),23
59541,IF(S),3
39219,EN(F),6
267889,ES(F),11
85251,IS(T),6
55381,EN(T),30
47001,EN(F),2
33764,IF(S),29
373100,ET(N),11
47000,IS(T),1
207644,IF(N),13
29283,IT(S),27
386605,IN(T),22
20957,EF(N),4
265819,IS(F),4
31354,ET(S),7
33435,EF(N),3
367789,IS(F),1
40619,EF(S),6
32790,EN(F),3
33185,EN(T),3
37393,EF(N),7
93191,IT(S),11
91785,EN(F),1
47343,IS(F),28
55352,ET(N),4
316689,EF(N),1
45271,IF(N),1
324165,IN(F),3
418131,IS(F),15
197525,EF(S),4
320365,ES(F),3
39529,EF(S),1
30219,EN(T),5
40452,EN(F),1
162905,ES(T),7
49912,EF(N),31
107794,ET(N),1
85952,EN(F),3
422247,EN(T),3
130423,ET(N),2
35855,ES(T),1
412812,IT(N),1
223406,ES(F),2
34705,ES(F),3
377476,ET(N),4
193818,IN(F),1
207820,IT(N),1
375042,EN(F),3
499103,ET(N),7
29578,EF(N),1
43650,ET(N),2
57563,IS(T),1
106125,ET(S),1
200305,IT(N),3
743694,IF(S),14
416552,EN(F),1
476032,EF(N),3
65032,ET(N),1
60154,IF(N),12
45598,ET(N),2
50292,ES(F),4
369836,EN(F),2
205643,EF(N),2
126748,IN(F),2
326737,IF(S),1
202222,IN(F),3
405371,ET(S),1
402166,EN(T),2
105846,IN(F),1
331438,IT(N),4
498239,EN(T),22
73208,IT(N),1
307345,IN(T),1
45772,IN(T),2
70793,EN(T),1
402569,IS(F),11
39205,ET(S),1
220823,IF(N),1
364209,IN(T),4
412514,IS(T),2
53976,EN(T),1
39206,EF(S),1
40451,EN(F),2
601703,ES(F),103
255229,EF(S),2
58350,ET(S),7
275742,IN(T),3
425084,IN(T),2
57349,ET(S),1
78988,EF(N),1
256729,IN(T),1
47316,EF(S),1
48638,IN(F),1
255629,IN(T),1
462131,EF(N),1
41952,ES(T),2
433532,IN(F),1
468702,IN(F),1
376677,IN(T),4
424797,EF(S),2
526781,EN(T),17
47235,IT(N),1
440946,IF(N),1
458530,IN(T),5
466533,IF(N),1
446853,EF(S),4
549998,IF(N),5
470010,EF(N),2
526813,ES(T),2
308374,IN(T),2
391436,IN(F),1
412513,EN(T),1
448131,IN(T),2
527195,ET(N),5
531968,IF(N),2
572353,ET(N),1
578550,EF(N),1
174341,EN(F),1
251811,IN(F),1
343285,ES(T),4
344687,ES(T),1
365567,IN(T),4
431313,IF(N),3
602791,IF(N),3
604037,ES(F),3
998590,IN(T),3
423136,IN(F),1
517066,ET(N),3
344765,ES(F),1
412932,IS(T),1
433039,IT(S),1
453154,IT(N),1
517420,EF(N),1
522957,IN(F),1
559662,IN(F),1
343577,IN(F),1
402782,IS(T),1
522547,IN(F),1
522975,IN(T),1
534064,EF(N),1
552187,IT(S),1
589857,EF(N),11
373351,IF(N),4
896163,IT(S),6
11071,EF(N),107
35216,IN(T),49
89555,EF(S),9
47241,EN(T),33
26057,IN(F),2
40312,ET(S),3
259410,ET(S),7
2373,IF(N),5
35217,EN(T),8
26323,EF(S),2
492239,IN(T),4
41447,IN(F),5
32104,EF(S),5
2607,ET(S),5
154568,IT(S),40
35212,IS(F),4
73296,IN(F),5
35321,ET(N),3
35215,EN(T),22
64220,IT(N),13
22771,IN(T),2
35214,IT(N),5
509200,ET(S),7
46207,ET(S),4
60895,EN(T),1
209385,EN(T),5
77860,EN(T),2
41473,EN(T),1
98024,ET(N),1
141432,ES(T),5
79913,IN(F),1
98005,IF(N),1
141429,IN(T),1
342229,EF(S),1
72460,IT(N),2
272746,IF(N),2
35213,IT(N),1
38837,EN(T),2
596079,IN(T),4
200034,IS(F),4
166658,IN(T),11
70634,IN(F),1
39191,IT(N),2
93333,EF(N),1
131834,EN(T),4
84863,EN(F),1
145775,IN(F),1
193828,IF(N),1
77154,IT(N),1
140369,ET(S),3
218090,IN(F),1
133528,IT(N),4
258225,IN(T),1
244966,IN(T),1
324498,IF(N),2
409225,IN(T),1
50514,EF(S),1
124574,IN(T),1
411233,EF(N),1
72948,IT(N),1
155015,EN(T),1
170690,ET(N),2
278639,IT(S),1
392472,ES(T),1
424410,IF(N),1
523924,IF(S),1
291777,EF(N),2
343910,EN(F),1
15274,IN(T),1
190605,IF(S),2
244808,EN(T),1
343380,IN(T),1
441271,IN(F),1
461012,IT(S),6
499559,ET(S),1
526444,IT(N),3
50626,EF(N),1
73060,EN(T),2
316407,EN(T),1
342071,IT(S),1
342383,IT(N),1
343374,IN(T),2
343898,EN(F),1
343901,EN(F),1
344646,IN(F),1
395728,IS(T),1
431084,ET(N),1
469129,IT(N),1
585570,IN(T),1
238430,IT(S),1
277090,IF(S),1
338582,IT(S),3
603690,IS(F),1
670381,IN(F),2
3496,EN(T),34
398,IN(T),65
2710,EN(T),24
2313,ET(N),29
36201,IN(T),37
29570,IF(N),4
34969,EN(T),15
6615,EN(F),4
4451,IN(T),9
18436,IN(T),6
7191,EN(T),11
4156,EN(T),8
7345,IN(T),12
28923,IT(N),6
28935,IT(N),7
34966,IN(T),3
28796,EN(T),11
34991,ET(N),5
30006,IT(N),1
28929,IN(T),2
171776,IN(T),9
34970,IN(T),1
240004,IN(T),6
34993,IT(N),3
31149,EN(T),4
38690,IT(N),1
278036,EN(T),8
57399,IT(N),3
34992,IN(T),1
136390,EN(F),2
48048,IT(N),1
132520,IN(T),2
44664,EN(F),3
189058,IN(T),2
56034,EN(T),3
100499,IN(T),2
174224,IS(T),1
43104,ET(S),1
49528,IT(S),1
46663,IT(N),1
43111,EN(F),1
53407,IT(N),4
190321,IT(N),1
354286,ET(N),1
64600,IN(T),1
77628,IN(T),2
183889,IN(T),1
133451,IT(N),1
343065,IN(T),1
108144,IT(N),1
276273,IF(N),1
382780,EN(T),1
194976,IT(N),1
426133,IF(N),1
409235,IN(T),1
416327,IN(T),1
513439,IN(T),1
394597,IN(T),2
396322,IT(N),1
256707,IN(T),1
343180,IN(F),1
46639,IT(N),1
46640,IT(N),1
273240,EN(T),1
281711,IN(T),1
395948,IN(T),1
447649,IN(T),1
330789,IN(T),1
539024,IN(T),1
592898,IT(N),2
270046,IT(S),1
577598,IN(T),1
586236,IN(T),1
11589,IN(F),87
975,EN(F),28
958,IN(F),38
776,EN(F),24
671,IF(N),20
954,IF(N),20
974,EN(F),18
1015,IT(N),9
11594,IF(N),21
3262,IN(F),18
1020,IN(F),9
955,IT(N),5
973,EN(F),11
6272,IN(F),6
956,IN(F),29
36754,IN(F),6
3281,EF(N),16
6236,EN(F),13
33913,IN(F),8
6310,IN(F),8
2716,IT(N),7
1000,ES(T),8
6311,EN(F),7
11596,IN(F),4
9728,EN(F),5
6242,IF(S),3
3269,IN(F),12
10520,IN(F),8
42720,EN(F),5
11629,IF(N),3
22031,EN(F),6
6248,IF(N),2
11606,IT(N),6
11300,ES(T),11
959,IF(N),5
12010,IN(T),11
6274,EN(F),6
14469,ET(N),9
34616,IF(N),7
3268,IN(F),5
20988,IN(T),5
6397,IF(S),3
147015,EN(T),4
6936,IT(N),12
60458,IN(F),7
7269,IF(S),4
73937,EN(F),4
231221,EN(F),4
30973,EF(N),4
6238,IN(T),7
69223,EN(F),3
200509,IT(N),2
3273,IN(T),4
6313,EN(T),2
11637,IS(F),4
36755,IN(F),1
48962,EF(N),2
142348,IF(N),7
3266,EN(F),3
84199,ES(F),2
34125,IF(N),7
44047,EF(N),1
107088,IF(N),2
32526,IS(F),4
29551,IF(S),3
44048,IN(F),2
54538,EN(T),1
6239,IF(N),2
30975,IF(N),3
50004,EN(F),1
38799,EN(T),1
142338,EN(F),4
86489,ES(T),1
55978,IF(N),1
31864,IN(T),1
6247,EN(T),1
58440,EN(T),1
111760,IF(N),1
6398,IN(F),4
104726,EF(N),3
178627,IN(F),1
71648,IN(F),1
130950,IF(N),5
65952,IN(F),1
6275,EN(F),1
27293,IF(N),3
115417,IN(F),1
34790,ET(N),1
93492,EN(F),1
15089,IN(F),1
57178,IF(N),4
34615,IF(S),1
50005,IN(T),1
86810,IF(N),1
110175,IN(F),1
128025,IN(F),2
142044,IS(T),1
64921,EN(T),1
66139,IF(N),1
89391,IN(F),1
236891,ET(S),1
113931,EN(F),1
191462,EN(F),2
28817,IF(N),1
74473,EN(F),1
44049,IN(F),1
50561,IN(F),3
74218,IF(N),2
102860,EN(F),3
53471,IN(F),1
74214,IN(F),3
346818,IN(F),2
72828,IF(N),1
129854,IN(T),2
222486,EN(T),1
21665,IN(T),3
78795,IN(T),1
165174,IN(F),1
44050,IF(N),1
207556,IT(N),1
26044,EF(N),1
50742,ET(N),1
467362,IN(F),3
106954,IF(N),1
192535,EN(T),1
197707,IF(S),2
315453,IF(N),1
355362,ES(F),1
45399,EN(F),1
157747,IN(F),1
221879,ES(F),1
3823,IN(F),1
263140,IF(S),1
282464,EF(N),1
64863,IN(T),1
182888,IF(N),1
183643,IN(F),1
269286,EN(F),1
301347,EN(T),1
303139,EF(S),1
355360,IN(F),1
133610,IT(S),1
193835,IT(S),1
231220,IS(F),1
257068,ES(F),1
548439,ES(T),3
50761,EN(F),1
173766,IN(F),1
178630,IN(F),1
206280,IN(T),1
235157,EN(F),1
269183,IN(F),1
269648,IN(F),1
276767,EF(S),1
542251,IF(N),1
142800,IT(S),1
204888,ES(F),1
306291,IN(F),1
512432,IF(S),1
525041,EF(N),1
148524,IN(T),1
304953,IN(F),1
465970,IN(T),1
496717,EN(T),2
524550,IN(T),1
524562,EF(N),1
562656,IN(T),1
190225,IF(S),1
336295,IN(F),1
443800,IN(F),1
509844,IF(S),1
608877,EN(F),2
323999,IF(N),1
403631,IN(F),1
435102,IN(T),1
438828,IN(F),1
438839,EF(N),1
553694,IF(N),1
438838,EF(S),1
28925,IN(F),27
4157,IT(N),17
6286,EN(T),5
4266,IN(T),12
35049,EN(T),6
49302,IT(N),21
7522,IT(N),11
29903,IN(T),5
30514,EN(T),16
57392,IT(N),7
40966,IN(T),10
4537,EN(T),2
7192,IT(N),4
34964,IT(N),5
71048,IT(N),3
34961,IN(T),5
142898,EN(T),1
46643,IT(N),6
306023,IS(F),3
28934,IN(F),6
46475,IS(T),1
49029,IN(T),4
136746,IN(F),2
35963,IT(N),1
5079,IF(N),1
183177,IN(T),4
73605,IT(N),1
46642,IN(T),1
46645,IN(T),1
73596,IT(N),2
28938,IN(T),1
56043,EN(T),1
57395,EN(T),2
84292,IT(N),1
90299,IT(N),1
60844,IN(T),1
161673,EN(T),4
477094,IN(T),1
357554,EN(T),2
516536,IT(S),1
297211,IN(T),1
80990,IT(N),1
166036,IN(F),1
166506,IT(N),1
246466,IT(N),1
248507,EN(T),2
110165,IT(N),1
205827,IN(T),1
303430,IN(T),1
376976,IT(N),1
389807,IS(F),1
304273,IS(T),1
146932,IT(N),1
175655,IS(T),1
432041,IN(T),1
802733,ET(N),1
267846,IN(T),1
439799,IT(N),1
454972,IN(T),1
459741,EN(T),1
484352,IT(N),1
504803,IT(N),1
604102,IT(N),1
605490,IT(N),1
312325,IT(N),1
462537,IN(T),1
12000,IT(N),7
60814,ET(N),61
29566,IT(N),6
18941,IN(T),5
13092,IN(T),2
133519,IN(T),4
29697,IS(T),4
48304,IN(T),6
18943,IN(T),4
18942,EN(T),2
38689,IT(N),2
138502,EF(S),1
199853,EF(N),1
13093,IN(T),2
152481,ES(T),2
198139,IT(N),7
209287,IN(F),2
402392,ET(N),1
86430,IT(N),1
112155,IF(N),1
194004,ET(S),1
88681,ET(S),1
88970,ET(S),1
217582,IT(N),2
112157,IN(T),2
142400,IT(N),1
192605,EN(T),1
60658,EN(F),2
142360,EN(T),1
161621,EN(T),1
197812,EN(T),1
72417,IT(S),3
142401,IT(N),1
592751,IN(T),2
142358,EN(T),1
335592,IT(N),1
488989,IN(T),1
626115,EN(T),1
734,IN(T),99
24961,IN(T),3
34971,IT(S),4
28940,IN(T),1
137146,IT(N),4
70854,ET(N),2
22263,ET(N),2
54317,ET(S),2
22521,IN(T),2
39250,IS(T),2
40064,IN(T),1
41426,IN(T),2
58721,IT(S),1
128936,IN(T),2
54419,EN(T),1
110675,EN(T),1
369203,IS(T),1
46882,ET(N),1
260301,IT(N),1
264337,IN(T),1
384299,IN(T),1
597408,IT(N),1
359257,ET(N),1
363981,EF(S),1
641167,EN(T),1
513064,ES(F),2
1732,IT(N),19
30825,IN(T),16
6283,IN(T),3
28942,IN(T),3
166083,IS(T),3
34974,IN(T),4
34977,IT(N),1
19543,IN(T),1
34976,IN(T),1
28932,IN(T),1
155029,EN(F),1
391687,EN(T),1
431984,EN(T),1
119425,IN(F),1
268063,IN(T),1
513270,IT(N),1
603266,IT(N),1
397,ET(N),80
2528,ET(S),23
4151,IT(N),5
111035,IS(T),4
27028,IF(N),12
29157,IN(F),2
29158,EN(F),2
46646,ET(N),4
113023,EN(T),1
45274,IS(T),2
34978,IT(N),3
48564,IT(N),4
48727,IT(N),1
152288,EN(T),1
4160,EN(T),1
5619,IS(T),1
40515,IT(N),3
19545,EN(T),1
139066,ET(N),1
188283,EF(N),1
52302,IN(T),1
205413,ET(S),1
194321,IT(S),1
123350,IN(T),1
32152,EN(T),1
153296,IN(F),2
21188,IN(F),2
106850,IN(T),1
205758,ES(T),1
57836,IN(T),1
43181,EF(N),2
105067,IF(S),1
439969,ET(S),1
205410,IF(N),2
46603,ET(S),1
128445,IT(S),1
413219,IN(T),2
58799,ES(F),1
237742,IF(S),1
521570,IT(N),1
40444,IT(N),1
128147,IN(T),1
259775,EN(T),1
377717,ES(T),1
496427,EN(T),4
46657,IN(T),1
336344,ET(S),1
571813,ES(F),2
192442,EF(S),1
209157,ET(N),1
512677,IN(F),1
46647,IT(S),1
324454,IN(F),1
342911,EN(T),3
388251,EN(T),1
388362,IN(T),1
184174,IN(T),1
367613,EN(T),1
410668,ET(S),1
602694,IN(T),1
336827,ET(N),1
342929,EN(T),1
424398,IF(N),1
641059,EN(T),1
657594,ET(S),1
830802,EN(T),1
1090641,EN(F),1
604187,IN(T),1
4310,EF(S),19
10138,ET(N),2
26412,EN(T),1
8716,IN(T),19
8719,ES(T),2
6496,ES(T),3
119019,ES(T),3
14323,IN(T),1
17672,IS(F),2
14322,IF(N),2
8721,EN(T),1
9055,ES(T),5
6614,ES(F),1
32683,IS(T),2
240838,ES(T),7
30239,ES(T),2
4350,EF(S),1
28236,EN(T),1
8714,ES(F),1
30987,ES(T),1
120649,IT(N),1
120343,ET(N),1
8718,ES(T),1
8715,IN(F),1
102784,IN(T),1
11186,IN(F),1
8720,IS(T),1
66948,IN(F),1
155555,ET(N),1
6613,ET(N),1
120338,ET(N),4
30243,ET(N),1
30988,EN(F),1
366845,IF(N),4
33498,IN(F),1
120341,EN(F),1
32792,ET(N),1
32679,ET(N),1
99846,ES(F),1
403380,IT(N),2
182102,EN(T),1
33499,EN(F),1
392426,IF(S),1
240841,IF(S),2
318402,IN(T),1
136002,ET(N),1
239899,ET(S),2
32328,ET(N),1
88779,EF(S),1
603636,ES(T),1
108743,EF(N),1
181831,ET(N),1
202553,EN(F),1
241260,IS(F),1
554209,IN(T),1
603647,IF(S),1
263407,IS(T),1
363627,EN(F),1
554164,EN(F),1
557720,IN(F),1
570185,EF(N),1
586269,EN(T),1
38688,IT(S),1
60911,EN(T),9
137851,EN(T),3
408163,EF(S),6
54349,IS(F),1
40516,ET(S),1
281642,IN(T),1
344748,ES(F),1
146666,IN(F),11
446100,ET(S),26
445,EN(T),7
20083,IS(T),9
70989,IN(T),1
110166,IT(N),3
144779,ET(S),2
110167,IN(T),4
124113,ET(N),3
293969,IN(T),1
225897,IN(T),1
268346,EN(T),2
239319,EN(T),1
599749,IT(N),4
541543,IT(N),1
158402,IN(T),1
329534,ET(N),1
117934,EN(T),1
225896,IN(F),2
259680,EN(T),1
374764,IN(T),1
315909,ET(N),1
273246,IS(F),1
660868,ET(N),1
539,EN(T),20
2315,IT(N),15
47774,EN(T),3
39840,IT(N),1
130243,IN(T),2
196954,ET(S),1
568041,IT(N),6
136058,ES(T),8
12153,IT(N),1
133255,ET(S),2
93205,EF(N),3
107389,IF(S),1
37151,ES(T),2
152945,IN(F),2
62279,EF(S),2
145174,EF(N),4
37150,EF(S),1
134719,EF(S),2
346303,IN(F),1
77818,IT(N),1
144382,EF(N),1
202279,IN(T),1
760672,IS(T),1
375194,ET(S),1
243121,EF(S),1
346324,IF(N),1
2307,EF(S),3
2719,EF(N),3
27644,IT(S),1
91096,ET(S),1
91113,IN(F),1
100202,ES(T),2
11598,EF(N),1
48208,EF(N),2
54169,EF(S),2
79670,ES(T),1
90247,IN(T),1
2196,ES(T),1
333534,EF(S),2
15148,ET(N),26
35152,IT(N),17
33959,IF(N),5
10132,ES(T),6
10029,IS(T),4
29498,IN(F),3
48635,ET(N),6
29499,EN(T),2
112178,ET(N),3
29500,EF(N),1
6748,IF(N),1
33993,IN(F),3
6140,ES(T),5
20431,IS(F),4
104202,EN(T),3
151284,IN(T),6
67542,ET(S),6
47462,ES(F),5
65750,ET(N),2
14049,IT(S),1
48545,IT(N),5
8479,ES(F),3
71842,ET(S),7
170905,ET(S),4
41848,IS(T),3
92829,ES(T),2
52619,IN(F),1
71216,IT(N),1
108966,EF(N),1
205858,IN(F),4
170689,ET(N),3
32176,EN(F),1
83639,EF(S),2
287231,ET(N),1
30737,ET(N),1
26384,ES(T),2
54402,IN(F),1
112916,ES(T),1
145268,ES(T),3
42941,ET(N),1
50173,IN(F),1
182896,IN(F),1
302287,EN(F),1
49710,IS(F),2
49079,IF(N),1
50026,EN(F),1
63972,EF(N),1
109786,IS(T),1
394934,IN(F),2
134889,ET(S),3
273546,ES(T),2
35315,EF(S),1
170901,IT(N),1
401416,IS(F),1
81520,IN(T),1
143602,ET(S),2
152741,EN(T),1
220954,IN(T),1
231844,EN(T),1
517652,IN(T),1
91081,ET(S),1
151711,EF(S),1
397926,IS(T),1
538745,IF(N),2
552027,IN(T),2
151331,IN(F),1
256031,ET(S),1
331744,ES(F),1
488231,IF(S),1
494072,EF(S),1
169816,ES(F),1
339846,ES(F),2
460763,IS(T),1
507718,ET(S),1
517051,IS(F),1
638951,IN(T),1
4143,ET(N),66
2189,ES(T),51
26382,EN(T),24
3040,EN(T),14
3043,ES(F),49
568,ET(S),23
2302,IT(S),24
309,ES(T),21
3042,EF(N),7
6768,EN(T),30
1103,EF(N),9
28927,IN(T),9
4144,IN(F),12
771,ET(S),12
7518,EF(N),18
11646,EN(F),11
2193,ET(S),5
16054,ET(S),4
12551,IT(S),13
9960,IF(N),9
3736,IF(N),10
3044,ET(N),13
14687,IN(F),10
19875,IS(F),4
28926,ET(N),6
41794,ET(N),1
35142,IT(S),14
71281,EF(N),8
2420,IS(F),5
55084,EN(F),1
55083,IS(F),8
48132,IT(N),5
85666,ES(T),17
3041,EF(N),3
12070,ES(T),5
4772,IF(S),6
14229,ES(T),6
15818,ET(N),9
40124,IN(T),3
73958,IT(S),4
24960,EF(N),2
40457,ES(F),7
55089,EF(N),4
2693,ES(F),4
12421,EF(N),11
37054,ES(T),3
48224,ES(F),2
57545,EF(S),3
95712,IF(S),2
9959,ET(N),2
48624,IT(S),3
102997,ET(N),3
40672,IS(T),6
40833,EF(S),2
54845,EF(N),3
94515,IN(T),3
56520,IN(T),2
46968,EF(N),6
37078,IF(S),1
49410,ET(N),1
11642,EF(N),4
37055,ES(T),8
39403,IS(T),2
71944,EF(S),2
72237,ET(S),4
12422,ET(N),4
59683,IT(S),1
91031,EN(T),4
63709,ES(T),1
138761,IN(T),3
47455,EF(N),2
49211,EF(N),3
103592,EF(N),2
60566,EF(N),2
41234,ES(T),1
